"rcdk.fp.extended_673","rcdk.fp.hybridization_512","MDEN.22","rcdk.fp.standard_398","nAtomP","MDEC.33","MLogP","rcdk.fp.hybridization_958","rcdk.fp.circular_593","SCH.5","rcdk.fp.circular_299","VCH.5","VC.5","rcdk.fp.extended_253","rcdk.fp.standard_256","rcdk.fp.hybridization_770","rcdk.fp.standard_116","VCH.7","nHBDon","C3SP2","C1SP2","rcdk.fp.extended_874","rcdk.fp.estate_35","rcdk.fp.extended_622","rcdk.fp.pubchem_696","WTPT.3","rcdk.fp.hybridization_839","rcdk.fp.standard_1016","rcdk.fp.circular_660","rcdk.fp.extended_66","VC.6","TopoPSA","rcdk.fp.extended_196","rcdk.fp.standard_286","rcdk.fp.hybridization_454","VP.4","rcdk.fp.hybridization_644","rcdk.fp.standard_728","WTPT.5","SCH.6","rcdk.fp.circular_423","SCH.7","rcdk.fp.hybridization_138","rcdk.fp.circular_714","rcdk.fp.extended_548","ATSp4","rcdk.fp.hybridization_795","rcdk.fp.pubchem_644","rcdk.fp.circular_261","rcdk.fp.circular_581","rcdk.fp.kr_3971","rcdk.fp.extended_372","rcdk.fp.extended_404","rcdk.fp.standard_902","rcdk.fp.standard_69","rcdk.fp.kr_3749","rcdk.fp.extended_572","rcdk.fp.extended_248","rcdk.fp.standard_408","MDEN.23","rcdk.fp.standard_841","C2SP2","VCH.6","MDEO.12","rcdk.fp.standard_622","rcdk.fp.kr_1438","ATSp1","SC.5","rcdk.fp.standard_782","ECCEN","rcdk.fp.standard_513","rcdk.fp.standard_14","rcdk.fp.standard_870","rcdk.fp.standard_602","rcdk.fp.extended_63","rcdk.fp.extended_814","rcdk.fp.kr_2949","rcdk.fp.kr_2673","rcdk.fp.circular_47","rcdk.fp.standard_673","rcdk.fp.standard_292","VPC.6","ATSp5","rcdk.fp.hybridization_335","rcdk.fp.circular_798","rcdk.fp.graph_469","rcdk.fp.extended_944","MDEC.23","WTPT.4","rcdk.fp.standard_748","rcdk.fp.extended_436","rcdk.fp.pubchem_260","SPC.6","VP.6","apol","rcdk.fp.maccs_43","naAromAtom","rcdk.fp.pubchem_259","VP.3","rcdk.fp.kr_161","rcdk.fp.hybridization_392","rcdk.fp.circular_886","rcdk.fp.extended_178","rcdk.fp.kr_3682","rcdk.fp.extended_258","MDEC.24","rcdk.fp.standard_910","rcdk.fp.kr_1148","ATSm1","rcdk.fp.standard_305","rcdk.fp.kr_3892","rcdk.fp.standard_793","Y"
1,0,0,0,15,4.99616060679115,2.89,1,0,0.222904987429245,0,0.139754248593737,0.14726854019755,0,1,1,0,0.214986774806233,1,2,1,0,1,1,0,14.9279020319029,1,0,0,0,0,67.67,0,0,0,3.53039931506758,0,0,9.81450490687369,0.419620666452099,0,0.673907779214592,0,0,0,2692.03735164713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534522483824849,0,6,0.161503173097743,0,0,0,1784.73336700575,0.435283936470629,0,494,0,0,0,1,1,0,0,0,0,0,0,2.58921370090619,2368.1337232605,1,0,0,0,15.854077402086,2.56582412551751,0,0,0,7.90080869560919,1.14318783107429,54.018239,0,6,0,4.71057959604991,0,1,0,0,0,0,0,0,0,30.9821629778204,0,1,0,"1"
0,0,0,0,12,3.56403385943011,1.79,1,0,0,0,0,0.0340094902507016,0,0,0,0,0.0277777777777778,3,1,2,0,1,0,0,18.0448865898601,0,0,0,0,0,134.79,0,0,0,1.44709969674615,0,0,5.42145749553024,0.0833333333333333,0,0.107038087531348,0,0,0,1237.25376239194,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0.0277777777777778,0,0,0,961.003629483475,0.204124145231932,0,244,0,0,0,0,1,0,1,0,0,0,0,0.681741059313115,1063.94221539719,0,0,0,0,8.39612734444469,9.74902177475651,0,0,0,3.72419862416675,0.411757515510444,32.57593,0,6,0,2.4681277181767,0,1,0,0,0,0,0,0,1,26.9455897831668,0,0,0,"1"
0,0,0,0,14,15.3875515554338,2.45,1,0,0.142717450041797,0,0.0592008497187474,0.180276443830717,0,0,1,1,0.341808584234375,2,4,3,0,1,0,1,27.1386029210498,1,0,0,0,0,133.61,0,0,0,3.97370435492212,1,0,9.66495313079237,0.604169290499529,0,1.20457279384967,1,0,0,3755.94586242332,1,1,0,1,0,0,0,0,1,0,0,0,0,0.298142396999972,0,10,0.194617865242906,0,0,0,2066.54308963612,0.841892152461774,0,609,0,1,0,1,1,0,1,0,0,0,0,3.77732754448846,3276.73776696698,0,0,0,0,22.5200157524252,14.9253615643265,0,0,1,14.9517539102759,1.72132350072531,52.603516,0,15,0,5.40153986845931,0,1,0,0,0,0,0,0,1,77.9848459083905,0,0,0,"1"
1,1,0.622369900024683,0,11,8.1460933749516,2.12,0,0,0.0785674201318386,0,0.025,0.234270213341944,0,1,0,0,0.179458341259245,1,0,5,0,1,0,0,32.4396071678981,0,0,0,0,0,99.9,0,0,0,3.28883668516201,0,0,19.7366086529288,0.302749430154621,0,0.787843115079031,0,0,0,3697.74133359123,0,0,0,0,0,0,0,0,0,0,1,1,0,3.2214706383322,1,3,0.0874448605359407,0,0,0,2028.947156095,0.732530164085615,1,572,1,1,0,1,1,1,0,0,0,1,0,3.06838618795535,3389.56908184152,1,0,0,0,12.9492320327746,7.68347613526386,1,0,0,12.8548381035523,1.44133796887555,56.62186,0,15,0,5.12920504092128,0,1,0,0,0,0,0,1,0,47.9091887299793,0,0,1,"0"
0,0,1,0,11,4.61053955740864,2.23,1,0,0.0962250448649376,0,0.0223606797749979,0.179122095138793,0,0,1,0,0.127096291580195,0,2,1,0,0,0,0,11.8867206354999,1,0,0,0,0,68.99,0,0,0,1.90832629523394,0,0,9.35149583576926,0.316047027029408,0,0.454061354550821,0,0,0,1693.68565060156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0875972808787313,0,0,0,1102.18502614844,0.417145945046122,0,155,1,0,0,0,1,0,0,0,0,0,0,2.10645472196163,1309.89442680859,0,0,0,0,5.79836445299759,0,0,1,0,6.31348827507108,0.49042919961944,34.228309,0,11,0,2.91415326176643,0,1,0,0,0,0,0,1,0,22.2076939422795,0,0,0,"0"
0,0,1.82567229965483,0,8,2.29949686923166,2.01,0,0,0.262188697495164,1,0.179088373767337,0.153093108923949,0,0,0,0,0.147508986148053,2,0,3,0,1,0,0,26.2923813812841,0,0,0,0,0.0510310363079829,165.76,0,0,0,3.60188022199349,0,0,12.1334802425666,0.268728739282632,0,0.23813243627893,0,0,0,2034.73630267258,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.188951955118123,0,0,0,1829.13033604413,0.612372435695795,1,528,0,1,0,0,1,0,0,0,0,0,0,1.93106133694012,1897.12130031189,0,0,0,0,5.47445524763151,5.01238668494223,0,0,0,3.91773169884459,1.37002890549072,51.346274,0,10,1,5.52313498801357,0,0,0,0,0,0,0.466161933276434,1,0,44.3721183915378,0,0,0,"1"
1,0,0,0,19,6.20672888943144,2.56,1,1,0,0,0,0.292772222692956,0,0,1,0,0.103839781775766,1,2,1,0,1,0,0,35.1062330192986,1,0,0,0,0.020165761799788,118,0,0,0,3.88183905978819,0,0,9.49170021316302,0.253436787693276,0,0.290050536879899,0,0,0,4838.85548946539,0,1,0,0,0,1,0,0,0,0,0,0,0,0.408248290463863,0,16,0.0839090539489914,0,0,0,2648.46430719475,1.40703533319153,0,834,1,0,0,1,0,0,0,0,0,1,0,3.41750627267392,4671.09934422434,0,0,0,1,22.4103332427976,12.4008351824649,1,0,1,15.019569716962,1.43767092846152,67.210067,0,18,0,5.99678665221134,0,1,0,0,1,1,2.15919706467143,0,0,59.2991214449609,1,0,0,"0"
0,1,2.28368658260129,0,13,10.0467555215146,2.01,1,0,0.214076175062696,0,0.0483632642419405,0.115942124094647,0,0,1,1,0.206736155847492,2,0,1,0,1,0,0,35.1574218977727,1,1,0,0,0,174.37,0,0,0,3.72701654819923,1,1,18.7174247215529,0.468901163215871,0,0.76626282735258,0,0,0,3354.26326783429,0,1,0,0,1,1,0,0,0,0,0,0,0,1.12116695290654,0,12,0.132739909275615,1.11332912288395,1,0,1981.31631111294,0.418957858462184,0,673,0,1,0,1,1,0,0,1,0,0,0,2.87066905191266,3154.20127307045,0,0,0,1,13.8758472786103,13.2423598765651,0,0,1,9.99972276381732,1.6668035534779,52.765102,0,18,1,4.96758524529056,0,1,1,1,0,0,0,1,0,41.1599800238136,0,0,0,"0"
1,0,0.142857142857143,0,14,11.8936493566324,3.22,0,0,0.0641500299099584,0,0.0322748612183951,0.132345144899253,1,1,0,1,0.174467723972295,1,3,4,0,1,0,0,17.3595006103939,0,0,0,0,0,83.39,0,0,0,3.32726783326581,1,0,9.62307746229992,0.55392127290454,0,0.703789358093278,0,1,0,3628.92175224348,0,0,0,1,0,0,0,0,1,0,0,0,0,0.577350269189626,0,13,0.16447196254986,0,0,0,2000.51881503028,0.552157149683048,1,546,0,1,0,1,1,1,1,0,0,0,1,2.66982899823906,3552.931846253,0,0,0,1,26.4791355169563,7.736423148094,0,0,1,11.6481486147116,1.25862750084347,55.761481,0,18,1,4.62790519668262,0,1,0,0,1,1,0,0,1,31.4033480104523,0,0,0,"1"
0,0,0,0,5,31.2159633850317,3.99,0,1,0.323801506930344,0,0.164266426608915,0.957134798752608,0,0,0,0,0.585780102711621,0,2,6,0,1,0,0,27.5514035503042,0,1,0,1,0.134122975687394,139.34,0,0,0,8.77742322007492,0,1,0,1.04188605702698,0,1.69359752361945,0,0,0,8261.45692215204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.409906398750603,4.25560468472989,1,0,3580.52499430148,2.06576396319992,0,1114,0,0,0,0,0,0,0,1,0,0,0,13.7916635497169,7709.06330884796,0,0,0,0,24.0374064407035,27.5514035503042,1,0,0,31.3298866968402,4.19163731239056,90.104548,0,0,0,11.0778414387156,0,1,0,0,0,0,3.00178295678695,0,0,50.7446903554095,0,0,0,"0"
0,0,0,0,18,8.10733731919884,2.56,0,0,0.192450089729875,0,0.0644884398960486,0.102604281302928,0,0,0,0,0.18265341349105,0,2,0,1,1,0,0,19.9735979439118,0,0,0,0,0,87.63,1,0,0,2.74934396324153,1,0,6.0897827483302,0.507685346072918,0,0.742001827224971,0,0,0,2240.73578990768,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,9,0.162747883188417,0.90856029641607,1,0,1417.32528329533,0.411900753465172,0,451,0,0,0,1,0,1,0,0,1,0,0,1.83064281680273,1959.70454147033,0,0,0,1,15.832690431202,13.8838151955816,0,1,0,8.1697815202951,0.969981935442078,48.132274,0,11,0,3.90847758217088,0,1,0,0,1,0,0,1,0,28.5923057802577,1,0,0,"0"
0,1,1.35943231931814,0,11,1.48674775909844,2.23,1,0,0.144337567297406,0,0.0912870929175277,0.158570076717207,0,0,1,0,0.127167072093068,1,0,5,0,0,1,0,24.5111822185402,1,0,0,0,0,116.98,0,0,0,3.14852765217923,1,0,18.9638091033735,0.268728739282632,0,0.297409508396029,0,0,0,2407.08410114967,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9038455090528,0,4,0.120488746208762,0,0,0,1769.9681982919,0.319035593728849,0,540,0,0,0,1,0,0,0,0,0,0,0,1.74319699521272,2076.39996774691,0,0,0,0,8.39723041975518,0,0,0,0,4.6876349882762,1.02074271612681,50.802274,0,11,1,4.83260257100522,0,1,0,0,0,0,0,1,0,37.4153878845589,0,0,0,"0"
0,0,0,0,16,4.32963838586645,2.56,0,0,0,0,0,0.061899939985562,0,1,0,1,0.0745159609087273,0,3,2,0,1,0,0,16.212282140518,0,0,0,0,0,78.67,1,0,0,2.0786701775241,1,1,2.99657703299597,0.138888888888889,0,0.264172927795025,0,0,0,2009.08394645322,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0.0486111111111111,1.17759184300048,1,0,1236.89137344253,0.19163831904351,0,394,0,0,0,1,0,1,0,1,0,0,0,1.33617478538852,1717.73443255413,0,0,0,0,17.1416322316894,13.215705107522,0,0,0,5.422660456862,0.771008692298188,43.271895,0,10,0,2.96227660286866,0,1,0,0,0,0,0,1,0,26.2323254789812,0,0,0,"0"
0,0,1,0,23,8.92021799726512,3.11,1,0,0.117851130197758,0,0.0204124145231932,0.0973284576696962,0,0,1,0,0.10877959412433,0,3,3,1,1,1,1,18.376897798936,1,1,0,0,0,68.46,1,0,0,3.06391406167883,0,0,9.51625478120966,0.361741773403453,1,0.583537298101354,1,0,0,2971.98601832458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235702260395516,0,11,0.0912750819691265,0.707106781186548,0,0,1770.72661881357,0.414266426608915,0,669,0,1,0,0,0,0,0,0,0,0,1,1.8368124262201,2624.23065318074,0,0,0,0,20.170210518061,8.86064301772634,0,0,1,9.02022566051099,1.0444629025207,55.335067,0,21,0,4.52429097201764,0,1,0,0,0,0,0,0,0,30.4033480104523,0,1,0,"0"
0,0,0,0,15,1.31037069710445,2.67,0,0,0.144337567297406,0,0.0392837100659193,0.0120281306081172,0,0,0,0,0.0338771887327142,0,1,1,0,1,0,0,5.5363237864468,0,0,0,0,0,30.21,0,1,0,1.11977856260543,0,0,0,0.185395405949299,0,0.214427682080916,1,1,0,782.276926390503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0517168699879389,0.333333333333333,0,0,729.96165877494,0.117851130197758,0,230,0,0,0,0,0,0,0,0,0,0,0,0.273454296293778,616.594669762115,0,0,0,0,10.4408601513522,5.5363237864468,0,0,0,1.98828999765967,0.231312485466962,29.818344,0,11,0,1.83912523233718,0,1,0,0,0,1,0,0,0,16.5489380710819,0,0,0,"0"
0,0,0,0,22,0.142857142857143,2.56,0,0,0,0,0,0.130164408388543,0,0,0,0,0.0392591807409763,0,0,2,0,1,0,0,16.804627752401,0,0,0,0,0.0196295903704881,85.04,0,0,0,2.16975131852923,0,0,0,0.204124145231932,0,0.102062072615966,0,0,0,2570.8965459919,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0.0641500299099584,0,0,0,1824.77446879552,0.696923425058676,0,468,1,0,0,0,0,0,0,0,0,0,0,1.17965644804971,2078.86791275395,0,0,0,1,7.67006289620187,9.9023138762005,0,0,0,6.06152928530496,0.613204623667804,46.503102,0,12,0,3.49100939284425,0,0,0,0,0,0,0,0,0,37.3533822190638,1,0,0,"0"
0,0,0,0,18,15.8838318396724,3.22,1,0,0.0785674201318386,0,0.0765465544619743,0.250714251681038,0,0,1,0,0.389564904120688,1,5,1,0,1,1,1,11.3830516389902,1,0,0,0,0,84.22,0,0,0,4.64631734475111,1,0,5.8148581505087,0.436872405842015,0,0.793951805697541,0,0,1,4181.86204536264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.259226590767358,0,0,0,2173.51323432344,0.558869183103047,1,440,0,1,1,0,0,0,0,0,0,0,0,4.78475153570149,3798.15827800033,0,0,0,0,21.7001744106445,2.42482400458309,0,0,1,11.5518997185812,2.34775577084625,54.43786,0,15,1,6.04038635795635,0,0,0,1,0,0,0,0,0,31.6221826765439,0,0,0,"1"
0,0,0,0,17,4.11402333164159,1.9,0,0,0,1,0,0.113320171878832,0,0,0,0,0.0753097027424757,0,2,0,0,1,1,0,26.7736713116477,0,0,0,0,0.0104101623471647,152.59,0,0,0,2.5777921023412,0,0,8.58069365720391,0.157617628171521,0,0.203380301402359,0,0,0,2930.10773138637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0.0529083482883125,0,1,0,1655.09612806593,0.69093530500707,0,391,0,0,0,1,0,0,0,0,0,0,0,2.37863571215973,2767.56815634241,0,0,0,1,13.6038468162549,14.6967383441601,0,0,0,10.7220553666968,0.885794936503204,41.653137,0,12,0,3.63774250631722,0,0,0,0,0,0,0,0,0,35.8545081555251,1,0,0,"0"
1,0,0,0,23,4.83240973765229,2.45,0,0,0,0,0,0.178355811668494,0,1,0,0,0.155342485079298,1,1,1,0,1,0,0,22.5316916325416,0,0,0,0,0.0180309301003298,114.14,0,0,0,3.43069209234359,1,0,3.05891630774523,0.245790811898598,0,0.345873537846718,0,1,0,4525.27322242672,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,13,0.110966509310707,0,1,0,2383.94118165255,0.608547298660008,0,450,0,0,0,0,1,0,0,0,0,1,0,3.72536663625717,4197.70357577682,0,0,0,0,16.2224325518854,12.5223222556055,0,0,0,14.574362799909,1.22570080769989,50.831895,0,12,0,4.61345071915751,0,0,0,0,0,0,0,0,0,41.4878315558812,1,0,0,"0"
1,0,1,0,20,3.99760168870549,2.34,1,0,0.117851130197758,0,0.0294627825494395,0.0511566885138854,0,0,1,0,0.0933477573138822,1,1,0,0,1,0,0,20.1149062253134,1,0,0,0,0,85.99,0,0,0,2.01004716076917,0,0,9.13909429314257,0.318041381743977,0,0.408510495092432,0,0,0,1744.12261754027,0,1,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,12,0.0858547298660008,0.320256307610174,1,0,1217.60812991098,0.367851130197758,0,490,0,0,0,1,0,0,0,0,0,0,0,1.01934094059996,1349.93542662496,0,0,0,0,14.1142718744225,10.9758119321708,0,1,0,4.93275524991797,0.677059281210022,41.576309,0,12,0,3.26365264864534,0,1,0,0,1,0,0,0,0,26.1778170459932,0,0,0,"0"
0,0,0.5,0,16,4.61053955740864,1.9,0,0,0,0,0,0.123477025629543,0,0,0,0,0.0484961915760121,0,1,0,0,1,0,0,24.2267174199078,0,0,0,0,0.0136851917594227,77.53,0,0,0,1.86223947539421,0,0,6.22052774561751,0.15137471507731,0,0.214363179341244,0,1,0,2340.82197503534,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0.0422115345075184,0.285714285714286,0,0,1382.09113176877,1.00210816727239,0,297,0,0,1,0,1,1,0,0,0,0,0,1.50333096960925,2126.81899388429,0,0,0,0,9.22251157334729,7.57611036670036,0,0,0,8.85394485382272,0.712529167838928,39.391723,0,12,0,2.92170704246238,0,1,0,0,0,0,1.04397451300606,0,0,35.6772531647538,1,0,0,"0"
0,0,0,0,19,5.07104025763161,2.34,1,0,0.117851130197758,0,0.102062072615966,0.086720037414145,0,0,0,0,0.120475480752427,1,2,3,0,1,0,0,16.3370934829924,0,0,0,0,0,107.43,0,0,0,2.31489760677908,1,0,5.53110066648636,0.234708048410644,0,0.319417036572731,0,0,0,1756.11229165248,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,7,0.129839850393744,0.577350269189626,0,0,1277.59696320681,0.282117556806673,0,376,0,0,0,0,1,0,0,1,0,0,0,1.18643422107051,1518.55265711271,0,0,0,0,12.8853592612363,7.76261083012044,0,0,0,4.82958209306685,0.670240602397849,38.81393,0,11,0,3.45485255594354,0,1,0,0,0,0,0,1,0,29.1711207476258,0,0,0,"0"
0,0,0,0,12,9.12546512839809,2.34,0,0,0,0,0,0.206546115882773,0,0,0,0,0.0968510099979365,2,2,0,0,1,0,0,16.1018215614603,0,0,0,0,0,125.2,0,0,0,3.7616356098005,0,0,0,0.12037037037037,1,0.275055679114797,0,1,0,3138.33274257963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.0434027777777778,0,0,0,1737.72155965614,0.425380791638466,0,292,0,0,0,0,0,0,1,0,0,0,0,3.94903717508526,2715.92428187796,0,0,0,0,14.7024734960855,10.0569558347413,0,0,0,8.2945904234399,1.83985040106605,42.983102,0,6,0,4.96937111021335,0,0,0,0,1,1,0,0,1,35.3533822190638,0,0,1,"0"
0,0,0.5,0,23,7.1695309215437,2.45,0,0,0.117851130197758,0,0.0340206908719886,0.0786840024453203,0,0,0,0,0.0892702197612801,2,2,1,0,1,0,0,23.7508872029773,0,0,0,0,0.00348535740338762,96.45,0,0,0,2.32258106886152,0,0,6.07568561550313,0.302749430154621,0,0.440833959943108,0,1,0,2234.27560236803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0.0788637349764724,0.536342121057941,0,0,1447.46067433696,0.692692402679706,0,605,0,0,0,0,0,1,1,0,0,0,0,1.35290444914738,2040.2363124669,0,0,0,0,19.1837741051797,10.5329005030388,0,0,1,9.47511588287704,0.738405333970234,46.093723,0,17,1,3.49266377164622,0,1,0,0,0,0,1.31689756449692,0,1,35.3239691618447,0,0,0,"0"
0,0,0.47622031559046,0,12,5.05160543598282,2.45,0,0,0.214076175062696,0,0.101798653021479,0.148629085795814,0,1,0,0,0.343466614354381,1,0,4,0,1,1,0,29.9838405752343,0,0,0,0,0,158.96,0,0,0,5.39497980612798,0,0,15.6475959338239,0.473349990507,1,0.566442787957882,0,0,0,3368.60160590092,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9511766026112,0,6,0.261123914256406,0,0,0,2411.4183872216,0.319035593728849,0,803,0,0,0,0,1,0,0,0,0,0,0,3.4786059581566,2960.14184925755,0,0,0,0,13.7917454572053,5.06594564593403,0,0,1,6.2384158735409,2.34898404927247,64.580239,0,14,1,7.40118369094015,0,1,0,0,0,0,0,0,0,50.7320986928143,0,0,0,"1"
0,0,0,0,11,4.03969545543757,3,1,0,0,0,0,0.119271587045224,0,0,1,0,0.146505320677179,0,3,0,0,0,0,0,8.19307121603108,1,0,0,0,0,50.82,0,0,0,3.18975967810133,0,0,8.19307121603108,0.136082763487954,1,0.271017509861714,0,0,0,2413.76091054567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0833333333333333,0,0,0,1454.02644876237,0.25,0,319,0,0,0,0,1,0,0,0,0,1,0,2.41447972030168,1945.53185654117,1,0,0,0,18.758851008523,0,1,1,0,5.39300551839211,1.40423333335503,47.222653,0,0,0,4.37100100401093,0,1,0,0,0,0,0,0,0,21.0799409038294,0,0,0,"1"
1,0,0,0,15,6.05156133417105,3.22,0,0,0.144337567297406,0,0.0833333333333333,0.061996559083229,0,1,0,0,0.109990695340115,2,1,2,0,1,0,0,22.4767807225011,0,1,0,1,0,105.17,0,0,0,4.14911890579038,1,1,6.4822708965319,0.272165526975909,0,0.286531962989947,1,0,0,2755.80653662373,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,8,0.185043898931079,1.13203331261579,1,0,1919.90102966071,0.310301219927633,0,878,0,0,0,1,1,0,1,0,0,0,0,1.78730567316539,2599.03035029287,1,0,0,0,23.8650747330872,15.9945098259692,0,0,0,7.4688369131189,1.26342002055876,70.589376,0,6,0,5.9120794721371,0,1,0,0,1,1,0,0,1,37.3667748157986,0,0,0,"0"
0,0,1.72030651024652,0,11,10.0727543935938,2.45,1,1,0.292643595194534,0,0.187295581885291,0.215228890222786,0,0,1,0,0.571468313539124,1,2,3,0,0,1,0,27.3636343103027,1,1,0,0,0,168.54,0,1,0,5.73458680955745,0,0,15.9025892779947,0.74084191324262,0,1.09163115693493,0,0,0,4074.07193152511,0,0,0,0,0,0,0,0,0,0,1,0,0,1.26491106406735,0,7,0.434773204988649,0,0,0,2482.27807877242,0.437203809836972,1,673,0,1,0,0,1,0,1,0,1,0,1,4.73185216695361,3556.61935179112,0,0,0,0,15.9891295223206,2.59183226253733,0,1,1,10.7877805224173,2.63686850133914,56.683895,0,20,1,6.90124591989697,0,1,0,0,0,0,0,1,1,47.9576296572734,0,0,0,"0"
0,0,0,0,12,7.50262076035913,3.11,0,0,0,0,0,0.0734084033773807,0,0,0,0,0.107082346786449,0,4,0,0,1,0,0,7.95471161652461,0,0,0,0,0,43.37,0,0,0,2.46511199167966,0,0,0,0.212027587829318,0,0.401023062252936,0,1,0,2301.25236707796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0735977514677314,0.235702260395516,0,0,1386.63323709553,0.326573065417269,0,417,0,0,0,0,0,0,0,0,0,0,0,1.72721940179868,1809.26596555558,0,0,0,0,22.0788171665387,7.95471161652461,0,0,0,7.57976327523086,0.948756223348602,43.421102,0,12,0,3.587754919208,0,1,0,1,1,1,0,0,0,23.3234071066228,0,0,0,"0"
0,1,0,0,13,15.9782683099188,3.11,0,0,0.117851130197758,1,0.0912870929175277,0.256241854650356,0,0,0,1,0.278654589765149,1,4,3,1,1,0,1,22.6243948059837,0,0,0,1,0,102.37,1,1,0,4.39130634510702,1,0,3.40286901895224,0.285730170912136,0,0.828009108906443,1,0,0,4100.50367717436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.147602566060691,1.90883571285124,1,0,2150.33292903019,0.823720682435211,0,659,0,1,0,1,1,0,1,0,0,0,1,4.50920960108181,3734.9206619277,0,0,0,0,17.6026660970109,19.2215257870315,0,0,0,15.9738741890634,1.84632577656138,65.197411,0,10,0,6.31827919840265,0,1,0,0,1,0,1.58757578885808,0,1,36.7812635500631,0,0,0,"1"
0,0,1,0,11,4.03969545543757,2.56,1,0,0.0962250448649376,0,0.0223606797749979,0.0952941108706478,0,0,1,0,0.111138096533227,0,2,1,0,0,0,0,14.7283534737779,1,0,0,0,0,69.51,0,0,0,2.2583275628877,0,0,9.61428689944263,0.405217388113769,0,0.477137721866775,0,1,1,2105.29308197499,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0.116844520921098,0,0,0,1383.6942130305,0.303561200840986,0,333,0,1,1,0,1,0,0,0,0,0,0,1.58133252854727,1871.8571310725,0,0,0,0,14.1804556840211,0,0,1,1,6.16166658000107,0.771394152190265,41.158516,0,17,0,3.36039183229753,0,1,0,0,0,0,0,1,0,28.7097380813221,0,0,0,"0"
1,0,1.82567229965483,0,8,4.51132430413769,2.12,0,0,0.117851130197758,1,0.0612372435695795,0.0962780930275456,0,0,0,0,0.232044209639858,2,1,2,0,1,0,0,25.8676770600438,0,0,0,0,0,137.52,0,0,0,3.58948540819083,0,0,12.1541391542997,0.318041381743977,0,0.472488977671354,0,0,0,2184.24043661594,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.169480791386919,0,0,0,1769.6764807337,0.235702260395516,1,613,1,1,0,0,1,0,0,0,0,0,0,1.8200955436022,1881.54644001022,0,0,0,0,11.3170257502063,5.02624581975132,0,0,0,4.09128267500686,1.42555926861578,50.385895,0,11,0,5.39738061512663,0,0,0,0,0,0,0,1,0,46.9573152609366,1,0,0,"0"
0,0,0,1,30,15.0468069295553,3.11,1,0,0,0,0,0.24156214592707,1,0,1,1,0.148780927009773,0,4,0,1,1,1,1,31.7130308101999,1,0,0,0,0,146.64,1,0,0,5.43323030954492,0,0,6.58331623610597,0.249485066394583,0,0.515174176802374,0,0,0,7407.9292871412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0.0849265427256989,0.755928946018455,0,0,3553.58810043139,1.27351080856054,0,395621294,0,0,0,0,0,0,0,0,0,0,1,4.56841166008548,7469.5419904766,0,0,0,1,34.0785611898387,17.5706905122163,0,0,0,17.7591716018299,2.24049301007028,104.070997,0,20,0,7.61058422407414,0,1,0,0,0,0,0,0,0,60.0605350172397,1,1,0,"0"
1,0,0,0,18,1.77103013849236,1.46,0,0,0.0962250448649376,0,0.0288675134594813,0.0953521891843922,0,0,0,0,0.123378959835058,0,0,2,0,1,0,0,28.1228988875989,0,0,0,0,0.00465556613301383,112.71,0,0,0,1.97973989714338,1,0,9.28681348391773,0.283226456186295,0,0.515061601046052,0,0,0,2073.14998877092,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,0.0947243370938915,1.26491106406735,0,0,1347.94750864124,0.475715663650743,0,324,1,0,0,1,1,0,0,0,0,0,0,1.51358563874584,1918.56001950653,0,0,0,0,7.12529537302567,12.841583979131,1,0,0,9.62046226294744,0.474756018429214,35.324344,0,11,0,2.95067050064466,0,1,0,0,0,0,0,0,0,38.792989027833,1,0,0,"0"
